nct_id,cancer_type,cancer_type_label,multi_subtype,categories_matched,generic_listed,source
NCT06414460,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05734560,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05053555,multi,Multiple cancer types / basket or umbrella,multiple named cancers,liver_biliary;melanoma_skin;pancreatic,0,conditions
NCT06109870,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,title/keywords
NCT07093554,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT02598349,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT05704647,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06883747,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05382338,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04068597,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn;myeloma,1,conditions
NCT05800210,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn,0,conditions
NCT06683755,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06263543,breast,Breast,,breast,0,conditions
NCT07703878,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06561360,leukemia,Leukemia,,leukemia,0,conditions
NCT05491226,breast,Breast,,breast,0,conditions
NCT05358548,multi,Multiple cancer types / basket or umbrella,multiple named cancers,head_neck;lung,0,conditions
NCT03425526,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04741997,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06069726,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04752826,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;lymphoma;melanoma_skin,1,conditions
NCT06211335,head_neck,Head & neck,,head_neck,0,conditions
NCT05139017,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06879340,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT07705035,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;gastric_esophageal;gynecologic;lung;other_named,1,conditions
NCT07014917,leukemia,Leukemia,,leukemia,0,conditions
NCT07469891,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT07049848,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT07287917,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;melanoma_skin,0,conditions
NCT06733350,prostate,Prostate,,prostate,0,conditions
NCT07227168,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;colorectal;gastric_esophageal;gynecologic;head_neck;lung;pancreatic,0,conditions
NCT07025564,leukemia,Leukemia,,leukemia,0,conditions
NCT07214987,head_neck,Head & neck,,head_neck,0,conditions
NCT05856981,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;gynecologic;kidney;lung,1,conditions
NCT05800665,prostate,Prostate,,prostate,0,conditions
NCT04332367,lung,Lung & thoracic,,lung,0,conditions
NCT06747845,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT06130995,prostate,Prostate,,prostate,0,conditions
NCT06088381,head_neck,Head & neck,,head_neck,0,conditions
NCT04499053,lung,Lung & thoracic,,lung,0,conditions
NCT07048457,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT07183319,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT03258567,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06660407,lung,Lung & thoracic,,lung,0,conditions
NCT07181681,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05095207,breast,Breast,,breast,1,conditions
NCT05472792,breast,Breast,,breast,0,conditions
NCT06362252,lung,Lung & thoracic,,lung,0,conditions
NCT07374848,sarcoma,Sarcoma,,sarcoma,1,conditions
NCT06731478,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT03947385,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;melanoma_skin,1,conditions
NCT06038578,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT04301076,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT06548672,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05053867,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06557512,brain_cns,Brain & CNS,,brain_cns,1,conditions
NCT03701581,prostate,Prostate,,prostate,0,conditions
NCT06500819,multi,Multiple cancer types / basket or umbrella,multiple named cancers,other_named;sarcoma,0,conditions
NCT07475806,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT03824652,prostate,Prostate,,prostate,0,conditions
NCT05632809,lung,Lung & thoracic,,lung,0,conditions
NCT02479698,melanoma_skin,Melanoma & skin,,melanoma_skin,1,conditions
NCT06302621,multi,Multiple cancer types / basket or umbrella,basket with a named cohort,liver_biliary,1,conditions+title
NCT03011684,breast,Breast,,breast,0,title/keywords
NCT06248216,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06445114,head_neck,Head & neck,,head_neck,1,conditions
NCT03739814,leukemia,Leukemia,,leukemia,0,conditions
NCT06672146,leukemia,Leukemia,,leukemia,0,conditions
NCT06563505,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05956041,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07777822,lung,Lung & thoracic,,lung,0,conditions
NCT06860594,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06378866,prostate,Prostate,,prostate,0,conditions
NCT05382559,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05546827,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;head_neck;melanoma_skin,0,conditions
NCT05639972,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;head_neck;other_named,1,conditions
NCT03670966,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,1,conditions
NCT04696575,lung,Lung & thoracic,,lung,0,conditions
NCT04878029,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT07136181,multi,Multiple cancer types / basket or umbrella,multiple named cancers,melanoma_skin;other_named,0,conditions
NCT06833866,colorectal,Colorectal,,colorectal,0,conditions
NCT06788756,leukemia,Leukemia,,leukemia,0,conditions
NCT07017829,lung,Lung & thoracic,,lung,0,conditions
NCT04566328,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06128551,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;lung;pancreatic,0,conditions
NCT07059845,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT05365581,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gastric_esophageal;pancreatic,0,conditions
NCT04679012,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT07276529,colorectal,Colorectal,,colorectal,0,conditions
NCT06972628,prostate,Prostate,,prostate,1,conditions
NCT06682442,head_neck,Head & neck,,head_neck,0,conditions
NCT03294954,other_named,Other named cancer,,other_named,0,conditions
NCT07429266,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT05286788,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;head_neck,0,conditions
NCT06193486,prostate,Prostate,,prostate,0,conditions
NCT06242470,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;breast;colorectal;gastric_esophageal;gynecologic;head_neck;kidney;liver_biliary;lung;melanoma_skin;pancreatic;prostate;sarcoma,1,conditions
NCT07340541,breast,Breast,,breast,0,conditions
NCT06805305,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06085729,prostate,Prostate,,prostate,0,conditions
NCT06580002,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;brain_cns;breast;colorectal;gastric_esophageal;gynecologic;head_neck;kidney;leukemia;liver_biliary;lung;lymphoma;melanoma_skin;myeloma;pancreatic;prostate;sarcoma,1,conditions
NCT05907759,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06929286,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06441331,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;lymphoma;neuroendocrine_endocrine;sarcoma,1,conditions
NCT07711847,breast,Breast,,breast,0,conditions
NCT07099391,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06717347,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06356155,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06399640,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT07062003,melanoma_skin,Melanoma & skin,,melanoma_skin,1,conditions
NCT05847569,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05131022,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT02747303,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06395519,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;gastric_esophageal;gynecologic;prostate,1,conditions
NCT06481592,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT05098132,lung,Lung & thoracic,,lung,1,conditions
NCT06487481,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT06865664,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT06568692,breast,Breast,,breast,0,conditions
NCT06500481,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;lung,1,conditions
NCT07227792,head_neck,Head & neck,,head_neck,0,conditions
NCT05687136,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06423911,leukemia,Leukemia,,leukemia,0,conditions
NCT07404332,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06974604,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;lung,0,conditions
NCT07671534,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT03629171,leukemia,Leukemia,,leukemia,0,conditions
NCT07036133,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07284433,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT07200102,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06047977,multi,Multiple cancer types / basket or umbrella,unspecified (title),,1,title
NCT06759701,prostate,Prostate,,prostate,0,conditions
NCT07102381,breast,Breast,,breast,0,conditions
NCT06548230,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT02074839,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,1,conditions
NCT06591819,prostate,Prostate,,prostate,0,conditions
NCT05294367,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05723107,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT06380751,breast,Breast,,breast,0,conditions
NCT05126472,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT07535112,colorectal,Colorectal,,colorectal,0,conditions
NCT05996107,breast,Breast,,breast,0,conditions
NCT06576037,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05896839,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT04665739,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT05464719,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05839912,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT07142551,prostate,Prostate,,prostate,0,conditions
NCT06173401,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06013423,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn,0,conditions
NCT06170788,lung,Lung & thoracic,,lung,0,conditions
NCT05254327,colorectal,Colorectal,,colorectal,0,conditions
NCT03110822,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06943872,leukemia,Leukemia,,leukemia,0,conditions
NCT07321353,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07489495,kidney,Kidney,,kidney,0,conditions
NCT07387445,breast,Breast,,breast,0,conditions
NCT06542757,prostate,Prostate,,prostate,0,conditions
NCT06263153,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT07226609,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07126509,lung,Lung & thoracic,,lung,1,conditions
NCT07491445,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT06370000,leukemia,Leukemia,,leukemia,0,conditions
NCT06810544,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;lung,1,conditions
NCT04230109,breast,Breast,,breast,0,conditions
NCT06901531,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT06975293,sarcoma,Sarcoma,,sarcoma,1,conditions
NCT07139977,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT04852328,head_neck,Head & neck,,head_neck,0,conditions
NCT07455032,head_neck,Head & neck,,head_neck,0,conditions
NCT04099797,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05433142,kidney,Kidney,,kidney,0,conditions
NCT07182279,prostate,Prostate,,prostate,0,conditions
NCT06974370,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04444869,head_neck,Head & neck,,head_neck,0,conditions
NCT05660369,brain_cns,Brain & CNS,,brain_cns,1,conditions
NCT04467723,lung,Lung & thoracic,,lung,0,conditions
NCT05080946,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06738303,prostate,Prostate,,prostate,0,conditions
NCT07227870,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06079346,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT04541082,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05155033,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;melanoma_skin,0,conditions
NCT06616584,lung,Lung & thoracic,,lung,0,conditions
NCT05733949,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05227326,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;lung;pancreatic;sarcoma,1,conditions
NCT05780814,breast,Breast,,breast,0,conditions
NCT02523014,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT03191149,lung,Lung & thoracic,,lung,0,conditions
NCT06994676,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT06943521,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;breast;gastric_esophageal;gynecologic;head_neck;liver_biliary;lung;neuroendocrine_endocrine;pancreatic;prostate;sarcoma,0,conditions
NCT07020221,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;lung;pancreatic,1,conditions
NCT05650632,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07209189,head_neck,Head & neck,,head_neck,0,conditions
NCT06281678,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;kidney;lung;melanoma_skin,0,conditions
NCT06780085,lung,Lung & thoracic,,lung,0,conditions
NCT05656235,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06634589,multi,Multiple cancer types / basket or umbrella,basket with a named cohort,lymphoma,1,conditions+title
NCT07501650,head_neck,Head & neck,,head_neck,0,conditions
NCT07493538,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT05322850,leukemia,Leukemia,,leukemia,0,conditions
NCT06001658,liver_biliary,Liver & biliary,,liver_biliary,0,title/keywords
NCT07042685,colorectal,Colorectal,,colorectal,0,conditions
NCT04575935,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06475989,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT04910568,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06798558,prostate,Prostate,,prostate,0,conditions
NCT06549478,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06434350,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06325046,prostate,Prostate,,prostate,0,conditions
NCT07228273,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT05127824,kidney,Kidney,,kidney,0,conditions
NCT05239624,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06996782,lung,Lung & thoracic,,lung,0,conditions
NCT03726359,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06782542,leukemia,Leukemia,,leukemia,0,conditions
NCT06578624,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
